"","X","ifm_peak_frequency","ifm_stop","ifm_peak_freq_resolution","ifm_rms","ifm_region_id","ifm_peak_amplitude","ifm_start","ifm_terminal_frequency","ifm_duration","cf_peak_frequency","cf_stop","cf_peak_freq_resolution","cf_rms","cf_region_id","cf_peak_amplitude","cf_start","cf_terminal_frequency","cf_duration","tfm_peak_frequency","tfm_stop","tfm_peak_freq_resolution","tfm_rms","tfm_region_id","tfm_peak_amplitude","tfm_start","tfm_terminal_frequency","tfm_duration","audio_file","terminal_frequency_threshold","video_annot_id","num_bats","X0","duration","peak_freq_resolution","ifm.cf_dbratio","tfm.cf_dbratio","ifm.peak_db","tfm.peak_db","tfm_dbrms","ifm_dbrms","cf_dbrms","cf.peak_db","multi_bat","annot_id","rechour"
"8",7,NA,NA,NA,NA,"",NA,NA,NA,NA,105608.942929986,0.022008,98.0392156862745,0.0477671481606621,"cf1",0.103302001953125,0.001612,105559.91370857,20.396,105332.167832168,0.024296,871.080139372822,0.0179689665761314,"fm1",0.0487060546875,0.022008,87412.5874125874,2.288,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_18_hp",-10,"Aditya_2018-08-16_21502300_18",1,NA,NA,NA,-6.95473734765468,-6.28787227380311,-27.6574017459996,-27.0936274619718,-34.2896425345232,-34.9565076083748,-28.0017702607201,-22.9842762248285,"FALSE","2018-08-16_2123_18","2018-08-16_2123"
"9",8,106617.647058824,0.000916,2427.18446601942,0.00633001609415657,"fm1",0.01220703125,1e-04,99264.7058823529,0.816,108651.685393258,0.018716,112.309074573226,0.0146084530426645,"cf1",0.03192138671875,0.000916,108539.325842697,17.8,97593.5828877005,0.020212,1329.78723404255,0.0174393872264665,"fm2",0.04351806640625,0.018716,89572.192513369,1.496,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_20_hp",-10,"Aditya_2018-08-16_21502300_20",1,NA,NA,NA,NA,-8.4921242507648,NA,-26.2483409589001,-34.9095379827947,NA,-26.4174137320299,-19.7178252387711,"FALSE","2018-08-16_2123_20","2018-08-16_2123"
"10",9,105888.429752066,0.001936,1028.80658436214,0.0177987279690133,"fm1",0.05047607421875,0,103305.785123967,1.936,107653.434403883,0.062092,33.2446808510638,0.149296829137022,"cf1",0.314453125,0.001936,107620.187512468,60.156,105345.911949686,0.064,1046.02510460251,0.0150754613522182,"fm2",0.045166015625,0.062092,102725.36687631,1.908,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_22_hp",-10,"Aditya_2018-08-16_21502300_22",1,NA,NA,NA,-7.26398829357937,1.53853984035416,-38.2677988726351,-27.2266081888774,-35.1693755816925,-43.971903715626,-36.7079154220467,-29.9183650085692,"FALSE","2018-08-16_2123_22","2018-08-16_2123"
"11",10,103855.721393035,0.002344,1237.62376237624,0.0203106639479711,"fm1",0.042266845703125,0.000736,92039.8009950249,1.608,105401.069518717,0.021044,106.928999144568,0.0391273424721238,"cf1",0.07415771484375,0.002344,105133.689839572,18.7,105300.859598854,0.023836,714.285714285714,0.0246848713744332,"fm2",0.059783935546875,0.021044,90616.0458452722,2.792,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_24_hp",-10,"Aditya_2018-08-16_21502300_24",1,NA,NA,NA,-18.4732323705485,-19.9155994465295,-25.9382885948638,-26.9037643912952,-36.4345877666329,-34.9922206906518,-16.5189883201033,-10.0488816988796,"FALSE","2018-08-16_2123_24","2018-08-16_2123"
"12",11,102594.339622642,0.002044,1173.70892018779,0.00732542663786685,"fm1",0.01971435546875,0.000348,96108.4905660377,1.696,103294.573643411,0.022684,96.8616815187912,0.020356959253339,"cf1",0.037445068359375,0.002044,103439.92248062,20.64,103838.582677165,0.024716,980.392156862745,0.00734809677744008,"fm2",0.019989013671875,0.022684,95472.4409448819,2.032,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_25_hp",-10,"Aditya_2018-08-16_21502300_25",1,NA,NA,NA,-5.69512462148982,-4.00098966106889,-27.480003231185,-24.4683099792996,-32.1513826283741,-33.845517588795,-28.1503929673052,-22.5968732272281,"FALSE","2018-08-16_2123_25","2018-08-16_2123"
"13",12,NA,NA,NA,NA,"",NA,NA,NA,NA,104831.144465291,0.026284,78.1494216942795,0.0158242423051621,"cf1",0.032867431640625,7e-04,104713.883677298,25.584,103729.603729604,0.028,1162.79069767442,0.0084712674852652,"fm1",0.01947021484375,0.026284,92074.5920745921,1.716,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_28_hp",-10,"Aditya_2018-08-16_21502300_28",1,NA,NA,NA,-8.87759967962877,-8.85076079689967,-34.1043483392927,-33.9841726993587,-42.676502649852,-42.7033415325811,-33.8257418529523,-28.5321074446543,"FALSE","2018-08-16_2123_28","2018-08-16_2123"
"14",13,102112.676056338,0.002312,1404.49438202247,0.0146041916474604,"fm1",0.03216552734375,0.000892,91549.2957746479,1.42,102798.559157661,0.016748,138.504155124654,0.0307301903105371,"cf1",0.053802490234375,0.002312,102798.559157661,14.436,101391.650099404,0.01876,992.063492063492,0.0168146389472711,"fm2",0.033782958984375,0.016748,85984.0954274354,2.012,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_30_hp",-10,"Aditya_2018-08-16_21502300_30",1,NA,NA,NA,-8.86835649443388,-5.5327871003197,-30.1711245402364,-24.7247884471665,-32.5386944468168,-35.874263840931,-27.0059073464971,-21.6016685669411,"FALSE","2018-08-16_2123_30","2018-08-16_2123"
"15",14,108058.608058608,0.001256,1824.81751824818,0.0117642665089877,"fm1",0.024261474609375,0.000164,101648.351648352,1.092,108382.840830183,0.0531,38.5742940904181,0.0584345337199286,"cf1",0.12249755859375,0.001256,108344.263559911,51.844,106940.509915014,0.054512,1412.42937853107,0.0242728564256822,"fm2",0.045379638671875,0.0531,101274.787535411,1.412,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_32_hp",-10,"Aditya_2018-08-16_21502300_32",1,NA,NA,NA,NA,-5.42749058557796,NA,-34.2125851247711,-41.4410320987601,NA,-36.0135415131822,-29.6646846332347,"FALSE","2018-08-16_2123_32","2018-08-16_2123"
"16",15,106418.918918919,0.001772,1677.85234899329,0.0329273208771548,"fm1",0.060546875,0.000588,96283.7837837838,1.184,109216.795711733,0.028636,74.4269127716582,0.0498618545878584,"cf1",0.1026611328125,0.001772,108993.448481239,26.864,108024.691358025,0.029932,1533.74233128834,0.0220015744986205,"fm2",0.044097900390625,0.028636,98765.4320987654,1.296,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_33_hp",-10,"Aditya_2018-08-16_21502300_33",1,NA,NA,NA,-6.46175452733478,-5.23755406952918,-29.8521864816638,-29.4260462816199,-35.4862490729534,-36.710449530759,-30.2486950034242,-25.3839524532079,"FALSE","2018-08-16_2123_33","2018-08-16_2123"
"17",16,111607.142857143,0.000676,2941.17647058823,0.0152823652963188,"fm1",0.02801513671875,4e-06,107142.857142857,0.672,111103.233125355,0.01478,141.72335600907,0.0238084175180136,"cf1",0.044219970703125,0.000676,110961.429381736,14.104,108333.333333333,0.01646,1184.83412322275,0.0262213183590715,"fm2",0.057525634765625,0.01478,101785.714285714,1.68,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp",-10,"Aditya_2018-08-16_21502300_39",2,NA,NA,NA,-13.9220945684588,-7.63097391766181,-32.301656126065,-26.8627793287553,-32.2975822591741,-38.5887029099711,-24.6666083415123,-18.237451336165,"TRUE","2018-08-16_2123_39","2018-08-16_2123"
"18",17,97490.3474903475,0.001184,1923.07692307692,0.0127738889395291,"fm1",0.028778076171875,0.000148,93629.3436293436,1.036,106214.191273689,0.019336,110.132158590308,0.0166528778084248,"cf1",0.032470703125,0.001184,106214.191273689,18.152,97791.7981072555,0.020604,1572.32704402516,0.0205231577350122,"fm2",0.0496826171875,0.019336,92271.2933753943,1.268,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp",-10,"Aditya_2018-08-16_21502300_40",2,NA,NA,NA,-3.60424063902777,-7.10629332989368,-24.3581653428312,-27.111641757343,-33.1509247730151,-29.6488720821492,-26.0446314431214,-19.7718789566769,"TRUE","2018-08-16_2123_40","2018-08-16_2123"
"19",18,100498.338870432,0.001572,1655.62913907285,0.00935713907814473,"fm1",0.017669677734375,0.000368,91362.1262458472,1.204,107089.412644968,0.012264,186.98578908003,0.0131411622338917,"cf1",0.0279541015625,0.001572,106621.77328844,10.692,105082.417582418,0.01372,1366.12021857923,0.0158270370850347,"fm2",0.03662109375,0.012264,88598.9010989011,1.456,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp",-10,"Aditya_2018-08-16_21502300_43",2,NA,NA,NA,-3.16223368471965,-7.4288349893697,-27.9967884657084,-32.043320663986,-38.9571388146013,-34.6905375099513,-31.5283038252316,-25.0789832352288,"TRUE","2018-08-16_2123_43","2018-08-16_2123"
"20",19,107432.432432432,0.001728,1344.08602150538,0.0950900766810657,"fm1",0.217681884765625,0.000248,97972.972972973,1.48,109896.678336607,0.048572,42.6912568306011,0.13748851155486,"cf1",0.316802978515625,0.001728,109811.288532149,46.844,109116.022099448,0.049296,2747.25274725275,0.0156737334548807,"fm2",0.03009033203125,0.048572,103591.160220994,0.724,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp",-10,"Aditya_2018-08-16_21502300_46",2,NA,NA,NA,-3.85079907002517,0.838479869045801,-31.0521450751695,-24.8027716083581,-31.6269095315792,-36.3161884706501,-32.465389400625,-27.0876309897709,"TRUE","2018-08-16_2123_46","2018-08-16_2123"
"21",20,107615.894039735,0.001412,3289.47368421053,0.0123462781216721,"fm1",0.026611328125,0.000808,102649.006622517,0.604,106974.657995066,0.019248,112.107623318386,0.0374947127394968,"cf1",0.07928466796875,0.001412,106862.525229872,17.836,105714.285714286,0.020648,1420.45454545455,0.0215943079025205,"fm2",0.0447998046875,0.019248,93571.4285714286,1.4,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp",-10,"Aditya_2018-08-16_21502300_47",2,NA,NA,NA,-2.30332318925106,1.81509775237492,-30.8187648444478,-26.0759106881307,-33.7551163396415,-37.8735372812675,-35.5702140920165,-29.7701661400138,"TRUE","2018-08-16_2123_47","2018-08-16_2123"
"22",21,105095.541401274,0.001236,3164.55696202532,0.00872363434943161,"fm1",0.017303466796875,0.000608,101910.828025478,0.628,107573.798750269,0.0198,107.71219302025,0.0333047130884003,"cf1",0.0653076171875,0.001236,107519.931049343,18.564,105590.062111801,0.021088,1543.20987654321,0.0262001100217346,"fm2",0.06005859375,0.0198,100155.279503106,1.288,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_62_hp",-10,"Aditya_2018-08-16_21502300_62",1,NA,NA,NA,-7.14703070457939,-15.7916890379125,-18.8306898907633,-27.417514547002,-33.6376370411645,-24.9929787078313,-17.8459480032519,-10.2406497951505,"FALSE","2018-08-16_2123_62","2018-08-16_2123"
"23",22,106368.563685637,0.001772,1351.35135135135,0.00769536307331676,"fm1",0.0172119140625,0.000296,102303.52303523,1.476,107204.486626402,0.048132,43.1331953071084,0.0176837355604665,"cf1",0.048919677734375,0.001772,107182.916307161,46.36,104790.419161677,0.049468,1488.09523809524,0.00694615588671403,"fm2",0.016754150390625,0.048132,102544.910179641,1.336,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_70_hp",-10,"Aditya_2018-08-16_21502300_70",1,NA,NA,NA,-2.9498138463829,1.61531686148208,-35.0554274246456,-28.7253737782419,-36.0120076004894,-40.5771383083544,-37.6273244619715,-31.0710892258373,"FALSE","2018-08-16_2123_70","2018-08-16_2123"
"24",23,94339.6226415094,0.001188,4629.62962962963,0.00784214094133159,"fm1",0.0189208984375,0.000764,103773.58490566,0.424,107760.438633488,0.020156,105.39629005059,0.0419946243018213,"cf1",0.09161376953125,0.001188,107654.997891185,18.968,102564.102564103,0.021404,1592.35668789809,0.0213581060817838,"fm2",0.053375244140625,0.020156,101762.820512821,1.248,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_73_hp",-10,"Aditya_2018-08-16_21502300_73",1,NA,NA,NA,-13.3154119617332,-11.7556846350541,-26.620848990948,-23.9602687684924,-31.2282610631922,-32.7879883898713,-19.472576428138,-13.4843127890735,"FALSE","2018-08-16_2123_73","2018-08-16_2123"
"25",24,105691.056910569,0.001424,2016.12903225806,0.0229338479973423,"fm1",0.039276123046875,0.00044,100609.756097561,0.984,108674.128282393,0.047884,43.0440771349862,0.0645719160840323,"cf1",0.1331787109375,0.001424,108609.556607835,46.46,106902.356902357,0.049072,1677.85234899329,0.0379999739824052,"fm2",0.067291259765625,0.047884,100168.35016835,1.188,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_74_hp",-10,"Aditya_2018-08-16_21502300_74",1,NA,NA,NA,-4.88271402709061,-10.2243126939737,-28.5675745810636,-34.3775120349858,-40.631836600995,-35.2902379341119,-30.4075239070213,-22.5327704297239,"FALSE","2018-08-16_2123_74","2018-08-16_2123"
"26",25,102564.102564103,0.00122,2118.64406779661,0.00940680279598002,"fm1",0.018096923828125,0.000284,98290.5982905983,0.936,104161.459635091,0.017224,124.937531234383,0.0449952206391659,"cf1",0.08428955078125,0.00122,104161.459635091,16.004,103535.353535354,0.018808,1256.28140703518,0.0266051001442,"fm2",0.060028076171875,0.017224,96590.9090909091,1.584,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_98_hp",-10,"Aditya_2018-08-16_21502300_98",1,NA,NA,NA,-3.20262425439425,-18.861879067723,-13.2435542187807,-30.4314604003701,-36.0965508610197,-20.4372960476909,-17.2346717932966,-9.98421487834158,"FALSE","2018-08-16_2123_98","2018-08-16_2123"
"1",0,103470.437017995,0.001556,1282.05128205128,0.125976135786987,"fm1",0.25933837890625,0,93830.3341902314,1.556,105876.335530802,0.019152,113.636363636364,0.172471716993475,"cf1",0.406402587890625,0.001556,105705.842236872,17.596,93267.8821879383,0.022004,700.280112044818,0.0615856353209824,"fm2",0.110443115234375,0.019152,92566.6199158485,2.852,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_100_hp",-10,"Aditya_2018-08-16_21502300_100",2,NA,NA,NA,-2.72859208572972,-8.94476921786049,-11.7226641641244,-19.1372270370304,-24.2104114801958,-17.994234348065,-15.2656422623353,-7.82087070429378,"TRUE","2018-08-16_2123_100","2018-08-16_2123"
"2",1,107476.635514019,0.002048,4629.62962962963,0.00996375001400458,"fm1",0.0198974609375,0.00162,102803.738317757,0.428,108090.185676393,0.020144,110.472823685373,0.0717972559582598,"cf1",0.142852783203125,0.002048,107869.142351901,18.096,91098.1697171381,0.022548,830.564784053156,0.0282424175003594,"fm2",0.0604248046875,0.020144,89018.302828619,2.404,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_101_hp",-10,"Aditya_2018-08-16_21502300_101",1,NA,NA,NA,-17.1537004674935,-8.10411954644608,-34.024046784556,-24.3756948939637,-30.9819626239842,-40.0315435450316,-22.8778430775381,-16.9022258766455,"FALSE","2018-08-16_2123_101","2018-08-16_2123"
"3",2,NA,NA,NA,NA,"",NA,NA,NA,NA,105379.994776704,0.016604,130.548302872063,0.0254825193446644,"cf1",0.052093505859375,0.001288,105184.121180465,15.316,103675.450762829,0.019488,692.520775623269,0.0151631517588995,"fm1",0.0428466796875,0.016604,88765.6033287101,2.884,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_102_hp",-10,"Aditya_2018-08-16_21502300_102",1,NA,NA,NA,NA,-4.50905761967517,NA,-27.3616565433186,-36.3842103682318,NA,-31.8751527485566,-25.6643282768997,"FALSE","2018-08-16_2123_102","2018-08-16_2123"
"4",3,103211.009174312,0.002412,1141.55251141553,0.149707868538802,"fm1",0.26312255859375,0.000668,95756.880733945,1.744,107096.354166667,0.017772,130.14055179594,0.268992377568324,"cf1",0.44232177734375,0.002412,106966.145833333,15.36,102966.841186736,0.020064,871.080139372822,0.175809235797179,"fm2",0.301177978515625,0.017772,92059.3368237347,2.292,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_104_hp",-10,"Aditya_2018-08-16_21502300_104",1,NA,NA,NA,-5.08990692862918,-3.69396574854814,-11.596838328837,-10.423535719731,-15.0991662768954,-16.4951074569764,-11.4052005283472,-7.08523355954917,"FALSE","2018-08-16_2123_104","2018-08-16_2123"
"5",4,106060.606060606,0.001236,1677.85234899329,0.0116831598137389,"fm1",0.0228271484375,4.8e-05,99326.5993265993,1.188,106848.912404468,0.014844,146.886016451234,0.0287608632386081,"cf1",0.0535888671875,0.001236,106701.940035273,13.608,103195.164075993,0.01716,862.068965517241,0.0191851949148051,"fm2",0.046630859375,0.014844,97150.2590673575,2.316,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_108_hp",-10,"Aditya_2018-08-16_21502300_108",2,NA,NA,NA,-6.33195795522312,-8.41405444246903,-27.1901383397576,-30.4138598074418,-37.5589171724071,-35.4768206851612,-29.1448627299381,-22.9656089285007,"TRUE","2018-08-16_2123_108","2018-08-16_2123"
"6",5,NA,NA,NA,NA,"",NA,NA,NA,NA,105551.82449071,0.018824,111.906893464637,0.0420660915794456,"cf1",0.0931396484375,0.000956,105383.926572644,17.868,102699.530516432,0.020528,1168.22429906542,0.0213009363321289,"fm1",0.04791259765625,0.018824,92136.1502347418,1.704,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_110_hp",-10,"Aditya_2018-08-16_21502300_110",1,NA,NA,NA,-7.8248319906435,-3.51671402275249,-32.8309667419051,-26.6265316144009,-34.3406756832937,-38.6487936511847,-30.8239616605412,-25.4185084677927,"FALSE","2018-08-16_2123_110","2018-08-16_2123"
"7",6,102905.569007264,0.002592,1207.72946859903,0.0178720602385078,"fm1",0.041412353515625,0.00094,95036.3196125908,1.652,105508.729680915,0.01588,150.421179302046,0.0398026041077626,"cf1",0.0709228515625,0.002592,105358.217940999,13.288,103370.786516854,0.01766,1121.07623318386,0.019298247559797,"fm2",0.044189453125,0.01588,94943.8202247191,1.78,"segment_matching_annotaudio_Aditya_2018-08-16_21502300_111_hp",-10,"Aditya_2018-08-16_21502300_111",1,NA,NA,NA,NA,-5.91066937381692,NA,-26.3910056510097,-33.4320261143809,NA,-27.521356740564,-20.6173081135375,"FALSE","2018-08-16_2123_111","2018-08-16_2123"
"70",69,105603.448275862,0.002748,1072.96137339056,0.0954436641999848,"fm1",0.17901611328125,0.000892,93750,1.856,107449.66442953,0.017648,134.19216317767,0.152738378584734,"cf1",0.292572021484375,0.002748,107248.322147651,14.9,104253.112033195,0.019576,1033.05785123967,0.109020368925927,"fm2",0.182159423828125,0.017648,88692.9460580913,1.928,"segment_matching_annotaudio_Aditya_2018-08-16_2324_7_hp",-10,"Aditya_2018-08-16_2324_7",2,NA,NA,NA,-8.6946272491916,-0.943871338424868,-35.9555886391491,-26.9981771647469,-33.4948743108313,-41.2456302215981,-32.5510029724065,-26.6379080268171,"TRUE","2018-08-16_2324_7","2018-08-16_2324"
"27",26,104417.670682731,0.00244,1000,0.00870407771405761,"fm1",0.0177001953125,0.000448,92369.4779116466,1.992,103947.079490558,0.038872,54.8847420417124,0.0190752794792423,"cf1",0.042633056640625,0.00244,103892.182696531,36.432,102272.727272727,0.040368,1329.78723404255,0.016096577186829,"fm2",0.036163330078125,0.038872,91577.5401069519,1.496,"segment_matching_annotaudio_Aditya_2018-08-16_2324_10_hp",-10,"Aditya_2018-08-16_2324_10",1,NA,NA,NA,-9.64867949344957,-4.79261482384205,-31.498669000543,-26.9744775875933,-33.3132142105959,-38.1692788802034,-28.5205993867538,-22.0162157644542,"FALSE","2018-08-16_2324_10","2018-08-16_2324"
"30",29,107954.545454545,0.000476,5555.55555555556,0.0040595861593924,"fm1",0.007904052734375,0.000124,96590.9090909091,0.352,106712.56454389,0.01442,143.348623853211,0.0169747071076053,"cf1",0.037750244140625,0.000476,106569.133677567,13.944,106191.222570533,0.016972,781.25,0.0101229162351179,"fm2",0.029327392578125,0.01442,92868.3385579937,2.552,"segment_matching_annotaudio_Aditya_2018-08-16_2324_14_hp",-10,"Aditya_2018-08-16_2324_14",1,NA,NA,NA,-14.575181139225,-5.87261922052088,-34.4611649092293,-25.4532025096208,-33.4087452151707,-42.1113071338748,-27.5361259946498,-20.7607849410493,"FALSE","2018-08-16_2324_14","2018-08-16_2324"
"32",31,97826.0869565217,0.001204,3571.42857142857,0.0104881728111643,"fm1",0.021514892578125,0.000652,99637.6811594203,0.552,103267.889434255,0.016688,129.132231404959,0.0436370242230822,"cf1",0.085479736328125,0.001204,103074.141048825,15.484,102589.641434263,0.018696,992.063492063492,0.0135030147733598,"fm2",0.02935791015625,0.016688,91135.4581673307,2.008,"segment_matching_annotaudio_Aditya_2018-08-16_2324_15_hp",-10,"Aditya_2018-08-16_2324_15",1,NA,NA,NA,-13.5944869237907,-4.56402975557189,-34.8479048319091,-24.4329115008076,-31.5007020401852,-40.531159208404,-26.9366722846133,-21.4845252143421,"FALSE","2018-08-16_2324_15","2018-08-16_2324"
"42",41,106783.91959799,0.000884,2500,0.0628990465391515,"fm1",0.13116455078125,8.8e-05,105527.638190955,0.796,109015.421115065,0.017744,118.595825426945,0.133534262979265,"cf1",0.2501220703125,0.000884,108956.109134045,16.86,107074.569789675,0.019836,954.198473282443,0.0521248773435559,"fm2",0.11962890625,0.017744,89388.1453154876,2.092,"segment_matching_annotaudio_Aditya_2018-08-16_2324_20_hp",-10,"Aditya_2018-08-16_2324_20",2,NA,NA,NA,-3.72429984825606,-3.37504778698713,-18.7110413071323,-17.2737497515921,-25.5023719484486,-25.8516240097175,-22.1273241614615,-15.6852845465144,"TRUE","2018-08-16_2324_20","2018-08-16_2324"
"50",49,103046.594982079,0.001704,1785.71428571429,0.0510983166515511,"fm1",0.102264404296875,0.000588,98566.3082437276,1.116,105044.955044955,0.021724,99.8801438274071,0.120623375136069,"cf1",0.218414306640625,0.001704,105044.955044955,20.02,103960.396039604,0.022936,1644.73684210526,0.0551210373521951,"fm2",0.099822998046875,0.021724,96534.6534653465,1.212,"segment_matching_annotaudio_Aditya_2018-08-16_2324_22_hp",-10,"Aditya_2018-08-16_2324_22",2,NA,NA,NA,-8.83648804332211,1.99307025359199,-18.8237421050538,-7.41938268113937,-12.4045612353377,-23.2341195322518,-14.3976314889297,-6.71681402467035,"TRUE","2018-08-16_2324_22","2018-08-16_2324"
"52",51,106308.411214953,0.000992,2314.81481481482,0.0127512321079671,"fm1",0.025848388671875,0.000136,102803.738317757,0.856,106549.432290224,0.015436,138.427464008859,0.0261273072274279,"cf1",0.04608154296875,0.000992,106410.966491277,14.444,106382.978723404,0.01694,1322.75132275132,0.0115030711946835,"fm2",0.026885986328125,0.015436,96409.5744680851,1.504,"segment_matching_annotaudio_Aditya_2018-08-16_2324_23_hp",-10,"Aditya_2018-08-16_2324_23",2,NA,NA,NA,NA,-2.81482925118421,NA,-34.36364788258,-40.2932444479488,NA,-37.4784151967646,-31.399626996558,"TRUE","2018-08-16_2324_23","2018-08-16_2324"
"57",56,105263.157894737,0.00094,6410.25641025641,0.0095283905393974,"fm1",0.018218994140625,0.000636,98684.2105263158,0.304,105616.605616606,0.014044,152.532031726663,0.0565402767491481,"cf1",0.106109619140625,0.00094,105387.667887668,13.104,104810.996563574,0.015208,1712.32876712329,0.0237126702048886,"fm2",0.047119140625,0.014044,99656.3573883162,1.164,"segment_matching_annotaudio_Aditya_2018-08-16_2324_26_hp",-10,"Aditya_2018-08-16_2324_26",2,NA,NA,NA,-7.60095185963268,-9.18041545679694,-22.0128731091741,-22.5718881154999,-31.7118323147844,-30.1323687176202,-22.5314168579875,-16.3888643948234,"TRUE","2018-08-16_2324_26","2018-08-16_2324"
"59",58,NA,NA,NA,NA,"",NA,NA,NA,NA,106650.246305419,0.012376,164.149704530532,0.0375621855053111,"cf1",0.077880859375,0.000196,106239.73727422,12.18,93890.134529148,0.015944,559.284116331096,0.0608083739197455,"fm1",0.14471435546875,0.012376,90526.9058295964,3.568,"segment_matching_annotaudio_Aditya_2018-08-16_2324_28_hp",-10,"Aditya_2018-08-16_2324_28",2,NA,NA,NA,-7.48031408522633,-14.9068184253774,-24.8166063173696,-33.4818092900973,-40.6975581170881,-33.2710537769371,-25.7907396917107,-18.1620431638261,"TRUE","2018-08-16_2324_28","2018-08-16_2324"
"63",62,104231.97492163,0.001704,1562.5,0.0202288085127116,"fm1",0.038818359375,0.000428,97178.6833855799,1.276,104896.319079274,0.04202,49.6031746031746,0.0363862534845953,"cf1",0.097686767578125,0.001704,104846.710983232,40.316,103260.869565217,0.042756,2688.17204301075,0.00970025026818633,"fm2",0.020416259765625,0.04202,99184.7826086956,0.736,"segment_matching_annotaudio_Aditya_2018-08-16_2324_30_hp",-10,"Aditya_2018-08-16_2324_30",1,NA,NA,NA,-7.51957855885754,-7.15764205857135,-13.4980949464576,-13.9762198012251,-21.2030078550187,-21.5649443553049,-14.0453657964474,-8.82217985189281,"FALSE","2018-08-16_2324_30","2018-08-16_2324"
"64",63,103693.181818182,0.001512,2808.98876404494,0.0594833579448586,"fm1",0.139434814453125,0.000808,100852.272727273,0.704,106572.896943468,0.0163,135.208220659816,0.162522227966285,"cf1",0.326690673828125,0.001512,106370.029753854,14.788,97098.2142857143,0.018092,1111.11111111111,0.116372379841701,"fm2",0.245208740234375,0.0163,88727.6785714286,1.792,"segment_matching_annotaudio_Aditya_2018-08-16_2324_31_hp",-10,"Aditya_2018-08-16_2324_31",2,NA,NA,NA,-6.23085001843438,-7.12561688760007,-31.7513304925802,-31.4094805309534,-38.7837238453928,-37.8889569762271,-31.6581069577927,-26.729459753331,"TRUE","2018-08-16_2324_31","2018-08-16_2324"
"65",64,103715.170278638,0.001452,1543.20987654321,0.184049051077173,"fm1",0.387359619140625,0.00016,97523.2198142415,1.292,106360.572872789,0.015696,140.370578326783,0.481200225173568,"cf1",0.854888916015625,0.001452,106149.957877001,14.244,106308.411214953,0.016552,2314.81481481482,0.210584453009566,"fm2",0.415863037109375,0.015696,101635.514018692,0.856,"segment_matching_annotaudio_Aditya_2018-08-16_2324_41_hp",-10,"Aditya_2018-08-16_2324_41",2,NA,NA,NA,-6.71959697441514,-8.49809346047733,-28.5533703430035,-31.2531498383125,-38.0173333051022,-36.23883681904,-29.5192398446248,-21.5793847990045,"TRUE","2018-08-16_2324_41","2018-08-16_2324"
"66",65,98017.6211453744,0.002436,1096.49122807018,0.0104714603998731,"fm1",0.020721435546875,0.00062,96365.6387665198,1.816,107976.92740574,0.016652,140.607424071991,0.0164000338115422,"cf1",0.034942626953125,0.002436,107695.554305008,14.216,107578.397212544,0.018948,868.055555555556,0.0128961000107392,"fm2",0.03936767578125,0.016652,90156.7944250871,2.296,"segment_matching_annotaudio_Aditya_2018-08-16_2324_59_hp",-10,"Aditya_2018-08-16_2324_59",3,NA,NA,NA,-9.36721132477524,-9.54361241740876,-30.3700137292867,-32.193081091837,-39.1391887209988,-38.9627876283653,-29.59557630359,-22.8140317789923,"TRUE","2018-08-16_2324_59","2018-08-16_2324"
"67",66,106236.786469345,0.003084,1054.85232067511,0.0268447299860775,"fm1",0.066497802734375,0.001192,94080.3382663848,1.892,107880.576288839,0.026128,86.7754251995835,0.0500971564947795,"cf1",0.0972900390625,0.003084,107620.204825551,23.044,106310.679611651,0.028188,968.992248062016,0.0170929799264354,"fm2",0.04656982421875,0.026128,90291.2621359223,2.06,"segment_matching_annotaudio_Aditya_2018-08-16_2324_61_hp",-10,"Aditya_2018-08-16_2324_61",1,NA,NA,NA,-9.39918494636999,-9.92382606805412,-23.1426858975504,-23.4723975607842,-32.4794455546012,-31.954804432917,-22.555619486547,-17.0048861305023,"FALSE","2018-08-16_2324_61","2018-08-16_2324"
