"","X","ifm_peak_frequency","ifm_stop","ifm_peak_freq_resolution","ifm_rms","ifm_region_id","ifm_peak_amplitude","ifm_start","ifm_terminal_frequency","ifm_duration","cf_peak_frequency","cf_stop","cf_peak_freq_resolution","cf_rms","cf_region_id","cf_peak_amplitude","cf_start","cf_terminal_frequency","cf_duration","tfm_peak_frequency","tfm_stop","tfm_peak_freq_resolution","tfm_rms","tfm_region_id","tfm_peak_amplitude","tfm_start","tfm_terminal_frequency","tfm_duration","audio_file","terminal_frequency_threshold","video_annot_id","num_bats","X0","duration","peak_freq_resolution","ifm.cf_dbratio","tfm.cf_dbratio","ifm.peak_db","tfm.peak_db","tfm_dbrms","ifm_dbrms","cf_dbrms","cf.peak_db","multi_bat","annot_id","rechour"
"203",202,103260.869565217,0.001276,2688.17204301075,0.0191561839030402,"fm1",0.04010009765625,0.00054,99184.7826086956,0.736,103420.597678439,0.017472,123.456790123457,0.0459223144734225,"cf1",0.089691162109375,0.001276,103358.854038034,16.196,100286.532951289,0.018868,1428.57142857143,0.0162496090993147,"fm2",0.037689208984375,0.017472,92406.876790831,1.396,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_64_hp",-10,"Aditya_2018-08-19_0120-0200_64",1,NA,NA,NA,-9.04840932837484,-7.75612882310398,-39.0869710262132,-37.2254678616351,-45.1866917474895,-46.4789722527604,-37.4305629243855,-29.9934235714135,"FALSE","2018-08-19_0120-0200_64","2018-08-19_0120-0200"
"204",203,103926.096997691,0.002592,1152.07373271889,0.0140414928198125,"fm1",0.025421142578125,0.00086,92956.1200923788,1.732,106564.615837504,0.01618,147.145379635079,0.0301280343443293,"cf1",0.06890869140625,0.002592,106270.238445687,13.588,92647.0588235294,0.01822,976.5625,0.0230979316416511,"fm2",0.04559326171875,0.01618,88235.2941176471,2.04,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_65_hp",-10,"Aditya_2018-08-19_0120-0200_65",1,NA,NA,NA,-0.990111817984007,-4.37452619392402,-16.529929446446,-18.0363900006895,-24.6773543011443,-21.2929399252043,-20.3028281072203,-14.2877881022372,"FALSE","2018-08-19_0120-0200_65","2018-08-19_0120-0200"
"205",204,NA,NA,NA,NA,"",NA,NA,NA,NA,102540.931320434,0.019912,106.292517006803,0.0246997855015965,"cf1",0.047882080078125,0.0011,102434.616202424,18.812,103609.625668449,0.021408,1329.78723404255,0.011953022171327,"fm1",0.029754638671875,0.019912,94919.7860962567,1.496,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_72_hp",-10,"Aditya_2018-08-19_0120-0200_72",1,NA,NA,NA,-10.62458753062,-4.73036195632984,-41.8769201617977,-35.4388034046258,-41.906904103037,-47.8011296773271,-37.1765421467071,-30.9955592747922,"FALSE","2018-08-19_0120-0200_72","2018-08-19_0120-0200"
"206",205,106976.744186047,0.001912,2314.81481481482,0.00583845737008302,"fm1",0.01226806640625,0.001052,104651.162790698,0.86,109596.108490566,0.042616,49.1255649439969,0.0215752807369951,"cf1",0.0426025390625,0.001912,109448.702830189,40.704,107843.137254902,0.04384,1623.37662337662,0.00961415022891831,"fm2",0.0172119140625,0.042616,93954.2483660131,1.224,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_73_hp",-10,"Aditya_2018-08-19_0120-0200_73",1,NA,NA,NA,-6.60135566450078,-1.31138018444057,-20.9775772514673,-16.7915995928152,-21.4285153709747,-26.718490851035,-20.1171351865342,-13.5584925102023,"FALSE","2018-08-19_0120-0200_73","2018-08-19_0120-0200"
"207",206,108796.296296296,0.0014,4545.45454545455,0.0372927862768635,"fm1",0.069793701171875,0.000968,104166.666666667,0.432,108997.649070314,0.020116,106.837606837607,0.100586465242321,"cf1",0.1876220703125,0.0014,108890.788630049,18.716,105427.974947808,0.022032,1041.66666666667,0.0621334509801216,"fm2",0.1326904296875,0.020116,87160.751565762,1.916,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp",-10,"Aditya_2018-08-19_0120-0200_74",1,NA,NA,NA,-9.41157711885893,-8.68067008412573,-26.1886811639275,-25.7718472934199,-33.8764909630014,-34.6073979977346,-25.1958208788757,-19.909815084153,"FALSE","2018-08-19_0120-0200_74","2018-08-19_0120-0200"
"208",207,104271.35678392,0.001736,2500,0.0133306592029288,"fm1",0.03009033203125,0.00094,100502.512562814,0.796,106174.476864132,0.015308,147.318797878609,0.0512494194370985,"cf1",0.093231201171875,0.001736,105953.43353964,13.572,104227.405247813,0.01668,1453.48837209302,0.0375432829899417,"fm2",0.074676513671875,0.015308,91836.7346938776,1.372,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_79_hp",-10,"Aditya_2018-08-19_0120-0200_79",3,NA,NA,NA,NA,-7.7646296170132,NA,-33.6588204450696,-42.0913554238552,NA,-34.326725806842,-27.3492922855183,"TRUE","2018-08-19_0120-0200_79","2018-08-19_0120-0200"
"210",209,103535.353535354,0.001416,1677.85234899329,0.0375361410346656,"fm1",0.089874267578125,0.000228,95117.8451178451,1.188,105090.949423248,0.019448,110.864745011086,0.100109635445813,"cf1",0.214263916015625,0.001416,105035.492457853,18.032,101123.595505618,0.02016,2777.77777777778,0.0293878883743967,"fm2",0.05810546875,0.019448,94101.1235955056,0.712,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_83_hp",-10,"Aditya_2018-08-19_0120-0200_83",1,NA,NA,NA,NA,-2.9426199435217,NA,-32.4782495457431,-37.9129147689223,NA,-34.9702948254006,-27.7280975014352,"FALSE","2018-08-19_0120-0200_83","2018-08-19_0120-0200"
"211",210,104741.379310345,0.002636,859.106529209622,0.0229824290458155,"fm1",0.06170654296875,0.000316,98275.8620689655,2.32,108155.043067519,0.017032,138.888888888889,0.05732232686006,"cf1",0.109466552734375,0.002636,107807.72436788,14.396,105462.82245827,0.019668,757.575757575758,0.0173300708702675,"fm2",0.039215087890625,0.017032,93702.5796661609,2.636,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_90_hp",-10,"Aditya_2018-08-19_0120-0200_90",1,NA,NA,NA,NA,-3.30067539083684,NA,-24.5843616186233,-31.475658650751,NA,-28.1749832599142,-22.872869529046,"FALSE","2018-08-19_0120-0200_90","2018-08-19_0120-0200"
"212",211,NA,NA,NA,NA,"",NA,NA,NA,NA,106502.850936736,0.015744,135.722041259501,0.0200861639586933,"cf1",0.04296875,0.001012,106299.212598425,14.732,105479.452054795,0.017204,1366.12021857923,0.01092350618858,"fm1",0.023681640625,0.015744,95205.4794520548,1.46,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_93_hp",-10,"Aditya_2018-08-19_0120-0200_93",1,NA,NA,NA,-5.10389902929552,-1.49246521669563,-19.2532016953387,-14.5258488609656,-20.7756479283959,-24.3870817409958,-19.2831827117002,-14.8318076516606,"FALSE","2018-08-19_0120-0200_93","2018-08-19_0120-0200"
"213",212,NA,NA,NA,NA,"",NA,NA,NA,NA,103249.061821055,0.020996,98.7361769352291,0.014856959178986,"cf1",0.030120849609375,0.000744,103150.306142603,20.252,97872.3404255319,0.022876,1059.32203389831,0.0118363060768951,"fm1",0.024566650390625,0.020996,87765.9574468085,1.88,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_94_hp",-10,"Aditya_2018-08-19_0120-0200_94",1,NA,NA,NA,-3.53189233538515,-6.14786378576766,-14.0027578287072,-15.720842759933,-22.2027168167261,-19.5867453663436,-16.0548530309584,-10.9272066400959,"FALSE","2018-08-19_0120-0200_94","2018-08-19_0120-0200"
"214",213,107142.857142857,0.001248,2941.17647058823,0.0462872660431824,"fm1",0.099273681640625,0.000576,104166.666666667,0.672,107104.557640751,0.016168,133.976420150054,0.160213648090551,"cf1",0.2708740234375,0.001248,107104.557640751,14.92,106445.3125,0.017192,1937.98449612403,0.123349699029701,"fm2",0.220672607421875,0.016168,100585.9375,1.024,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp",-10,"Aditya_2018-08-19_0120-0200_96",1,NA,NA,NA,-5.14573745693173,-15.3320128242254,-23.6642703893655,-35.0254760513877,-40.0334247578386,-29.8471493905449,-24.7014119336132,-15.8103804153464,"FALSE","2018-08-19_0120-0200_96","2018-08-19_0120-0200"
"188",187,105179.704016913,0.002236,1054.85232067511,0.0159939618165035,"fm1",0.0311279296875,0.000344,92494.7145877378,1.892,107092.19858156,0.036076,59.0876861262113,0.0283400573416758,"cf1",0.0693359375,0.002236,106973.995271868,33.84,105042.016806723,0.03798,1046.02510460251,0.0138815769750321,"fm2",0.03045654296875,0.036076,90861.3445378151,1.904,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_104_hp",-10,"Aditya_2018-08-19_0120-0200_104",2,NA,NA,NA,NA,-5.2722724862836,NA,-25.7615498534016,-33.7003011946333,NA,-28.4280287083497,-21.0132483062756,"TRUE","2018-08-19_0120-0200_104","2018-08-19_0120-0200"
"189",188,106986.899563319,0.000988,2173.91304347826,0.00839355799042863,"fm1",0.015960693359375,7.2e-05,103711.790393013,0.916,108038.348082596,0.04438,46.0829493087558,0.0247337749042337,"cf1",0.04742431640625,0.000988,107946.16519174,43.392,106770.833333333,0.045532,1724.13793103448,0.00603485777230687,"fm2",0.012542724609375,0.04438,93750,1.152,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_109_hp",-10,"Aditya_2018-08-19_0120-0200_109",1,NA,NA,NA,-4.68825841951917,-8.30196299079419,-25.2713696081438,-28.6820525431117,-36.7946182917026,-33.1809137204276,-28.4926553009084,-22.7337751928669,"FALSE","2018-08-19_0120-0200_109","2018-08-19_0120-0200"
"190",189,99301.3972055888,0.00292,996.01593625498,0.0123463198697099,"fm1",0.02337646484375,0.000916,96307.3852295409,2.004,107809.473498855,0.025636,88.0281690140845,0.0252174566621316,"cf1",0.050018310546875,0.00292,107501.320655045,22.716,95350.052246604,0.029464,521.920668058455,0.0138207937842458,"fm2",0.03167724609375,0.025636,92215.2560083595,3.828,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_110_hp",-10,"Aditya_2018-08-19_0120-0200_110",1,NA,NA,NA,NA,-1.8995276163557,NA,-18.4521450365724,-26.8584702681395,NA,-24.9589426517838,-19.5601730310354,"FALSE","2018-08-19_0120-0200_110","2018-08-19_0120-0200"
"191",190,104458.041958042,0.003128,871.080139372822,0.0234843822856311,"fm1",0.043426513671875,0.00084,90034.965034965,2.288,105442.176870748,0.024296,94.4465432565168,0.0368935829686043,"cf1",0.06744384765625,0.003128,105394.935752079,21.168,104026.845637584,0.026084,1116.07142857143,0.0167750393533731,"fm2",0.029815673828125,0.024296,90604.0268456376,1.788,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_112_hp",-10,"Aditya_2018-08-19_0120-0200_112",1,NA,NA,NA,NA,0.170674298117166,NA,-15.9605819647469,-23.2920119639595,NA,-23.4626862620766,-17.3047916059872,"FALSE","2018-08-19_0120-0200_112","2018-08-19_0120-0200"
"192",191,NA,NA,NA,NA,"",NA,NA,NA,NA,107455.340867663,0.01254,182.215743440233,0.0265129801071897,"cf1",0.052490234375,0.001568,107181.917608458,10.972,108422.9390681,0.014772,892.857142857143,0.0196407725778369,"fm1",0.04681396484375,0.01254,91397.8494623656,2.232,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_113_hp",-10,"Aditya_2018-08-19_0120-0200_113",1,NA,NA,NA,-7.98078837885517,-10.6596272509965,-33.1502934048058,-34.3498058244504,-42.0951109563738,-39.4162720842324,-31.4354837053773,-24.9234109037564,"FALSE","2018-08-19_0120-0200_113","2018-08-19_0120-0200"
"193",192,102150.537634409,0.002428,1336.89839572193,0.0117005763595603,"fm1",0.027923583984375,0.00094,94758.064516129,1.488,105331.262939959,0.017884,129.332643559234,0.03912445448351,"cf1",0.076446533203125,0.002428,105331.262939959,15.456,103468.899521531,0.019556,1190.47619047619,0.0230647193364299,"fm2",0.05133056640625,0.017884,96291.8660287081,1.672,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_119_hp",-10,"Aditya_2018-08-19_0120-0200_119",1,NA,NA,NA,-8.01683276545896,-5.89687703249688,-36.3993651693904,-34.3913983523129,-43.3089931764425,-45.4289489094046,-37.4121161439456,-31.1186311597344,"FALSE","2018-08-19_0120-0200_119","2018-08-19_0120-0200"
"194",193,NA,NA,NA,NA,"",NA,NA,NA,NA,107253.086419753,0.015428,140.213123948402,0.0413147044059995,"cf1",0.07977294921875,0.001172,107182.940516274,14.256,102134.146341463,0.017396,1012.14574898785,0.0349695418737407,"fm1",0.08245849609375,0.015428,90447.1544715447,1.968,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_120_hp",-10,"Aditya_2018-08-19_0120-0200_120",1,NA,NA,NA,-4.73731874458161,-1.42168816793925,-28.7689121633274,-23.9937888858797,-31.4567510656858,-34.7723816423282,-30.0350628977466,-23.5958296534083,"FALSE","2018-08-19_0120-0200_120","2018-08-19_0120-0200"
"195",194,106595.09202454,0.001652,1524.39024390244,0.0109392560594765,"fm1",0.021881103515625,0.000348,98159.509202454,1.304,108206.057468289,0.017104,129.399585921325,0.0359747060783066,"cf1",0.06610107421875,0.001652,107882.474760549,15.452,107298.474945534,0.01894,1086.95652173913,0.0270578574560391,"fm2",0.06365966796875,0.017104,95860.5664488017,1.836,"segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_124_hp",-10,"Aditya_2018-08-19_0120-0200_124",1,NA,NA,NA,-14.3224532579513,-7.4336912207215,-43.6602295008823,-36.0560046666501,-43.5034055083585,-50.3921675455883,-36.069714287637,-29.9100650656175,"FALSE","2018-08-19_0120-0200_124","2018-08-19_0120-0200"
"222",221,NA,NA,NA,NA,"",NA,NA,NA,NA,105010.501050105,0.015852,149.9700059988,0.0126133621140267,"cf1",0.0313720703125,0.00252,104785.478547855,13.332,97647.0588235294,0.017552,1173.70892018779,0.0229593520059057,"fm1",0.055145263671875,0.015852,90588.2352941176,1.7,"segment_matching_annotaudio_Aditya_2018-08-20_0200-0300_11_hp",-10,"Aditya_2018-08-20_0200-0300_11",1,NA,NA,NA,-11.4740898398443,-6.83385962148538,-25.7718472934199,-20.5295282046642,-28.3919169140014,-33.0321471323603,-21.558057292516,-15.8678432725651,"FALSE","2018-08-20_0200-0300_11","2018-08-20_0200-0300"
"223",222,69620.253164557,0.001648,6250,0.00287574284243656,"fm1",0.005859375,0.001332,101265.82278481,0.316,106026.31206677,0.029924,70.7213578500707,0.0422183999027295,"cf1",0.0936279296875,0.001648,105884.849342198,28.276,103564.547206166,0.032,961.538461538462,0.024288838535177,"fm2",0.055755615234375,0.029924,89595.3757225434,2.076,"segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_18_hp",-10,"Aditya_2018-08-20_0300-0400_18",1,NA,NA,NA,-10.7546980402205,-7.64087528606108,-28.7907634695388,-24.6656231331015,-33.596083851805,-36.7099066059644,-25.9552085657439,-21.0520579825609,"FALSE","2018-08-20_0300-0400_18","2018-08-20_0300-0400"
"224",223,103932.584269663,0.002344,1396.64804469274,0.0149690642261142,"fm1",0.032684326171875,0.00092,94101.1235955056,1.424,106630.581867388,0.017124,135.281385281385,0.0390622935012191,"cf1",0.072662353515625,0.002344,106224.627875507,14.78,105721.393034826,0.018732,1237.62376237624,0.0209908943508967,"fm2",0.04119873046875,0.017124,92039.8009950249,1.608,"segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_19_hp",-10,"Aditya_2018-08-20_0300-0400_19",1,NA,NA,NA,-7.52617879485594,-13.4293100502339,-23.4368885371109,-28.8787225972926,-35.7005875763644,-29.7974563209865,-22.2712775261305,-13.8577919603405,"FALSE","2018-08-20_0300-0400_19","2018-08-20_0300-0400"
"225",224,101063.829787234,0.002524,1179.24528301887,0.0224197444988751,"fm1",0.045501708984375,0.000832,92789.5981087471,1.692,102648.021422196,0.015968,148.720999405116,0.0257924474546096,"cf1",0.0467529296875,0.002524,102648.021422196,13.444,96774.1935483871,0.017828,1072.96137339056,0.0189458235509035,"fm2",0.042022705078125,0.015968,85483.8709677419,1.86,"segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_35_hp",-10,"Aditya_2018-08-20_0300-0400_35",1,NA,NA,NA,NA,-10.0443332981365,NA,-24.9749593615126,-31.9471957261327,NA,-21.9028624279962,-15.481238849609,"FALSE","2018-08-20_0300-0400_35","2018-08-20_0300-0400"
"226",225,101728.723404255,0.00208,1322.75132275132,0.00745204763408354,"fm1",0.013702392578125,0.000576,92420.2127659575,1.504,103651.433691756,0.04672,44.7948396344741,0.0123561426031148,"cf1",0.025848388671875,0.00208,103427.419354839,44.64,90596.3302752294,0.050208,572.0823798627,0.00684039725369074,"fm2",0.016448974609375,0.04672,90022.9357798165,3.488,"segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_56_hp",-10,"Aditya_2018-08-20_0300-0400_56",1,NA,NA,NA,-6.2547276484153,-13.8172423944147,-16.9730250258709,-22.9581532287828,-30.3822511002348,-22.8197363542354,-16.5650087058201,-11.1712296061928,"FALSE","2018-08-20_0300-0400_56","2018-08-20_0300-0400"
"227",226,104166.666666667,0.0014,4098.36065573771,0.0117991661905716,"fm1",0.02349853515625,0.00092,1e+05,0.48,106982.193064667,0.02274,93.7031484257871,0.0381341899221568,"cf1",0.07684326171875,0.0014,106888.47235239,21.34,97142.8571428571,0.02414,1420.45454545455,0.0222111320759274,"fm2",0.062835693359375,0.02274,90000,1.4,"segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_58_hp",-10,"Aditya_2018-08-20_0300-0400_58",1,NA,NA,NA,-15.7679597182491,-3.29906830629865,-27.3431167504994,-16.2862773773438,-22.6896474600055,-35.1585388719559,-19.3905791537068,-12.5780562313722,"FALSE","2018-08-20_0300-0400_58","2018-08-20_0300-0400"
"228",227,102941.176470588,0.000448,5813.95348837209,0.00414088126690377,"fm1",0.0089111328125,0.000108,85294.1176470588,0.34,102452.996474736,0.014064,146.799765120376,0.0119265329151365,"cf1",0.032562255859375,0.000448,102085.781433608,13.616,102582.496413199,0.016852,716.332378223496,0.0106998020740749,"fm2",0.028045654296875,0.014064,85007.1736011478,2.788,"segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_61_hp",-10,"Aditya_2018-08-20_0300-0400_61",1,NA,NA,NA,-7.40569913493599,-8.49451661854336,-27.0278928613253,-27.7669027318982,-34.7085095406597,-33.6196920570524,-26.2139929221164,-20.5436263892852,"FALSE","2018-08-20_0300-0400_61","2018-08-20_0300-0400"
"229",228,89826.8398268398,0.002216,1077.58620689655,0.0175518176303281,"fm1",0.036651611328125,0.000368,86580.0865800866,1.848,101949.112978525,0.019352,116.658889407373,0.0332283789264098,"cf1",0.06109619140625,0.002216,101832.399626517,17.136,87772.397094431,0.021004,1207.72946859903,0.0389606575854823,"fm2",0.084136962890625,0.019352,83535.1089588378,1.652,"segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_85_hp",-10,"Aditya_2018-08-20_0300-0400_85",1,NA,NA,NA,-6.77165949947008,-7.01166841677393,-27.057710568734,-25.9435416277654,-33.3748848134775,-33.1348758961736,-26.3632163967036,-20.2522659267743,"FALSE","2018-08-20_0300-0400_85","2018-08-20_0300-0400"
"230",229,95953.002610966,0.001984,1302.08333333333,0.0166037804392358,"fm1",0.027984619140625,0.000452,93342.0365535248,1.532,105937.921727395,0.01384,168.57720836143,0.0478603228306833,"cf1",0.08526611328125,0.001984,105600.539811066,11.856,104343.220338983,0.015728,1054.85232067511,0.0542303767159697,"fm2",0.1126708984375,0.01384,87394.0677966102,1.888,"segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_90_hp",-10,"Aditya_2018-08-20_0300-0400_90",1,NA,NA,NA,-7.10171822404403,-3.71488751609576,-33.997443732709,-29.394717520377,-36.7435981142126,-40.1304288221609,-33.0287105981169,-26.2701374311614,"FALSE","2018-08-20_0300-0400_90","2018-08-20_0300-0400"
"231",230,NA,NA,NA,NA,"",NA,NA,NA,NA,105168.825161887,0.018868,115.580212667591,0.0233023930588965,"cf1",0.04107666015625,0.001572,105111.008325624,17.296,99264.7058823529,0.021044,915.750915750916,0.0208478503701135,"fm1",0.044647216796875,0.018868,87775.7352941177,2.176,"segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_91_hp",-10,"Aditya_2018-08-20_0300-0400_91",1,NA,NA,NA,-7.97982539362778,-7.08067328379346,-37.7616815673397,-36.6660971717177,-44.0997963099305,-44.9989484197649,-37.0191230261371,-29.2014320716944,"FALSE","2018-08-20_0300-0400_91","2018-08-20_0300-0400"
"232",231,NA,NA,NA,NA,"",NA,NA,NA,NA,106366.997920037,0.018564,115.526802218115,0.0153570397701306,"cf1",0.030853271484375,0.001256,106135.890917495,17.308,106250,0.020164,1243.78109452736,0.0178151844275221,"fm1",0.0389404296875,0.018564,87500,1.6,"segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_92_hp",-10,"Aditya_2018-08-20_0300-0400_92",1,NA,NA,NA,-10.6179556261122,-4.23731852637625,-31.6798412854143,-25.8131595693407,-33.798820558569,-40.179457658305,-29.5615020321928,-23.3273353236026,"FALSE","2018-08-20_0300-0400_92","2018-08-20_0300-0400"
